ADD_FULL,POSTAL_CD,X,Y,LONGITUDE,LATITUDE,OBJECTID,FACI_NAM,FACI_TYPE,UNIT,UNIT_TYPE,DEV_LOC,DEV_COUNT
2300 Pharmacy Ave,M1W 1H8,318976.132,4849472.463,-79.32367374,43.78708597,712,Sir John A MacDonald CI,School,,,Outside Main Office,1
2340 Dundas St W,M6P 4A9,308634.118,4834975.935,-79.45227259,43.65672386,713,Public Health- Dundas West,Medical Facility,,,Reception,1
2440 Bloor St W,M6S 1P9,306046.1,4834178.983,-79.4843594,43.64955858,715,TTC - Jane Station,Transportation Facility,,,Jane,1
2444 Lawrence Ave E,,323263.878,4845460.129,-79.27053647,43.75087634,716,TTC - Lawrence East Station,Transportation Facility,,,Lawrence East,1
2481 Birchmount Rd,M1T 2M6,320924.131,4849393.23,-79.29947273,43.78633308,721,Tam O Shanter Golf Course,Outdoor Seasonal Facility,,,Pro Shop,1
2501 Bridletowne Crcl,M1W 2K1,319422.754,4851233.274,-79.31807698,43.80292638,723,L'Amoreaux CI,School,,,In Market Square,1
2520 Birchmount Rd,M1T 2M5,320682.502,4849452.509,-79.30247311,43.78687182,724,Stephen Leacock Seniors RC,Recreation or Sports Facility,,,main entrance hall,1
2539 Bayview Ave,M2L 1B1,314166.204,4845078.046,-79.38351175,43.74760688,725,York Mills Arena,Recreation or Sports Facility,,,Lobby - NW Wall,1
2550 Danforth Ave,M4C 1L2,320730.54,4838498.312,-79.3021991,43.6882697,726,TTC - Main Station,Transportation Facility,,,Main,1
2580 Kipling Ave,M9V 3B2,297927.046,4845024.338,-79.58514608,43.74715016,727,North Albion CI,School,,,Across Resourse Center,1
2621 Midland Ave,M1S 1R6,322578.117,4849680.636,-79.27891317,43.78888245,728,Agincourt CI,School,,,Outside Main Office,1
2672 Bloor St W,,305194.241,4834235.7,-79.49491875,43.65006996,730,TTC - Old Mill Station,Transportation Facility,,,Old Mill,1
2690 Eglinton Ave W,M6M 1T9,306699.595,4838703.805,-79.47624307,43.69028731,731,York Memorial CI,School,,,N/A,1
2694 Eglinton Ave W,M6M 1T9,306639.85,4838680.5,-79.47698428,43.69007765,732,Centennial RC West,Recreation or Sports Facility,,,Main Lobby,1
80 Bond St,M5B 1X2,314598.251,4834857.2,-79.37833271,43.65560098,216,Public Health - 80 Bond St.,Medical Facility,,,Reception,1
80 Clinton St,M6G 2Y3,311670.349,4834921.061,-79.41463137,43.65620845,217,St. Francis of Assisi Catholic School,School,,,Main Ent. North Wall,1
80 Lothian Ave,M8Z 4K5,303225.898,4833082.383,-79.51931507,43.6396866,218,Fairfield Seniors Centre,Recreation or Sports Facility,,,Across from Reception,1
81 Ranleigh Ave,M4N 1X2,312838.442,4842882.932,-79.40003086,43.72786329,219,Bedford Park CC,Recreation or Sports Facility,,,outside cs office/under constr,1
86 Ingram Dr,M6M 2L6,307255.386,4839928.753,-79.46934359,43.70131167,220,Ingram Yard,Industrial Facility,,,Lunchroom,1
86 Montgomery Rd,M9A 3N5,302985.384,4834238.544,-79.52229949,43.65009278,221,Etobicoke CI,School,,,N/A,1
60 Rowena Dr,M3A 3R2,319492.138,4845446.289,-79.31736855,43.75082727,173,Senator O Connor Catholic High,School,,,TBD,2
30 Highcastle Rd,M1E 4N1,327634.199,4849602.391,-79.2160939,43.78804029,101,St. Edmund Campion Catholic School,School,,,Outside Office,1
30 Ellerslie Ave,M2N 1X8,311620.516,4847754.699,-79.41508393,43.7717196,102,TPS - 32 Division,Law enforcement agency,,,2nd Flr - Elevator,2
60 Rowena Dr,M3A 3R2,319492.138,4845446.289,-79.31736855,43.75082727,174,Senator O Connor Catholic High,School,,,Main Ent. Adjacent Display Cab,2
60 Park Lane Crcl,M3C 2N2,315513.532,4843005.406,-79.36682329,43.72893222,175,Park Lane School,School,,,Outside Nurses Office,1
60 Maniza Rd,M3K 1R6,307643.998,4843572.505,-79.4645033,43.73410888,176,St. Norbert Separate School,School,,,Outside Office,1
60 Queen St W,M5H 2M3,314322.726,4834469.244,-79.38175521,43.65211245,177,TPS - C - Old City Hall,Law enforcement agency,,,Queen St. Entrance - Wand,3
60 Queen St W,M5H 2M3,314322.726,4834469.244,-79.38175521,43.65211245,178,TPS - C - Old City Hall,Law enforcement agency,,,4th Flr West Side,3
2985 Kingston Rd,M1M 1P1,326439.843,4842588.634,-79.2312144,43.72494356,748,Cliffcrest Employment Services,Office,,,reception,1
2995 Eglinton Ave E,,326552.539,4844309.485,-79.22974673,43.74043028,749,Go Transit - Eglinton Station,Transportation Facility,,,Main Common Area,1
3012 Bloor St W,M8X 1C2,303877.219,4833970.298,-79.51124386,43.6476803,751,TTC - Royal York Station,Transportation Facility,,,Royal York,1
3100 Don Mills Rd,M2J 3C3,316456.834,4849740.404,-79.3549698,43.78954151,752,Don Valley JHS,School,,,outside main office,1
3100 Weston Rd,M9M 2S7,301592.678,4843527.915,-79.53962296,43.73370549,753,Carmine Stefano CC,Recreation or Sports Facility,,,Lwr Level Main Stairwell,1
3197 Lake Shore Blvd W,M8V 3X5,303192.179,4828387.649,-79.51972103,43.59742858,756,Lakeshore Lodge,Medical Facility,,,By Elevators,1
3286 Bloor St W,,303057.119,4833713.425,-79.52140859,43.64536626,760,TTC - Islington Station,Transportation Facility,,,Islington,1
3379 Bayview Ave,M2M 3S4,313248.704,4850769.607,-79.39481542,43.79884896,762,St. Joseph s Morrow Park Catholic School,School,,,MAin Entrance,1
3383 Weston Rd,M9M 2V9,301543.211,4845007.928,-79.54024286,43.74701882,763,Habitant Arena,Recreation or Sports Facility,,,Arena - N/E Corner,1
3395 Weston Rd,M9M 2V9,301598.551,4845197.192,-79.53955698,43.74872271,764,Emery CI,School,,,Outside Office,1
3401 Dufferin St,M6A 2T9,308694.394,4842680.957,-79.45147044,43.72607903,765,TTC - Yorkdale Station,Transportation Facility,,,Yorkdale,1
3521 Finch Ave E,M1W 2S2,320124.77,4850619.536,-79.30936975,43.7973881,766,St. Aidan Catholic School,School,,,Outside Main Office,1
3600 Kingston Rd,M1M 1R9,327598.615,4844265.107,-79.21676131,43.73999992,767,Scarborough Village RC,Recreation or Sports Facility,,,outside main office,1
3701 Danforth Ave,M1N 2G2,324352.8,4839654.886,-79.2572257,43.69859409,769,Variety Village,Recreation or Sports Facility,,,Fieldhouse,4
3701 Danforth Ave,M1N 2G2,324352.8,4839654.886,-79.2572257,43.69859409,771,Variety Village,Recreation or Sports Facility,,,Main Lobby,4
3701 Danforth Ave,M1N 2G2,324352.8,4839654.886,-79.2572257,43.69859409,772,Variety Village,Recreation or Sports Facility,,,Aquatics,4
3800 St Clair Ave E,M1M 1V3,325938.005,4842330.127,-79.23745323,43.72263094,773,RH King Academy,School,,,Outside Main Office,1
4015 Yonge St,,312343.494,4844585.399,-79.40615058,43.74319333,774,TTC - York Mills Station,Transportation Facility,,,York Mills,1
4100 Yonge St,M2P 2B5,312199.778,4844903.081,-79.40793056,43.7460545,775,Harris Sheaffer Law Office,Office,610,STE,kitchen,1
4100 Dundas St W,M6S 2T7,304351.301,4835721.81,-79.50536856,43.66344691,776,Lambton Arena,Recreation or Sports Facility,,,office in arena,1
4169 Bathurst St,M3H 3P7,310269.88,4845627.296,-79.4318857,43.75259016,778,Earl Bales Ski & Snowboard Cen,Recreation or Sports Facility,,,Main Lobby,2
4330 Dufferin St,M3H 5R9,307479.187,4846648.734,-79.4665348,43.76179944,783,EMS HQ Security,Emergency Services,,,N/W Fire Elevator,3
4331 Lawrence Ave E,M1E 2T4,331024.939,4847703.338,-79.17405659,43.77083536,784,TPS - 43 Division,Law enforcement agency,,,Cells,2
4331 Lawrence Ave E,M1E 2T4,331024.939,4847703.338,-79.17405659,43.77083536,785,TPS - 43 Division,Law enforcement agency,,,ARU Office,2
4562 Sheppard Ave E,M1S 1V2,323847.239,4849767.627,-79.26314112,43.78963421,787,TFS - East Training Centre,Emergency Services,,,Entry Stairwell,1
4588 Bathurst St,M2R 1W6,309481.239,4846764.5,-79.44166888,43.76283184,788,Prosserman Jewish CC,Community Hall,,,Outside Childhood Center,2
4588 Bathurst St,M2R 1W6,309481.239,4846764.5,-79.44166888,43.76283184,789,Prosserman Jewish CC,Community Hall,,,2nd Floor Lounge (Room 107),2
4700 Keele St,M3J 1P3,304596.116,4847939.02,-79.50234145,43.77341869,791,Toronto Track and Field Centre,Recreation or Sports Facility,,,York University Campus Outside Mens Changeroom,1
4800 Yonge St,M2N 6G5,311948.715,4846544.07,-79.41102633,43.76082819,792,TTC - Sheppard/Yonge Station,Transportation Facility,,,Sheppard/Yonge,1
5040 Yonge St,M2N 6R8,311706.699,4847150.445,-79.41402434,43.76628851,794,Toronto Centre for the Arts,Entertainment Facility,,,Main Coat Check,1
5050 Sheppard Ave E,M1S 4N3,325410.248,4850346.049,-79.24369809,43.79479907,795,TTC - Malvern Division,Transportation Facility,,,Malvern,2
5050 Sheppard Ave E,M1S 4N3,325410.248,4850346.049,-79.24369809,43.79479907,796,TTC - Malvern Garage,Transportation Facility,,,Garage,2
5050 Yonge St,M2N 5N8,311815.819,4847217.791,-79.41266814,43.76689368,797,5050 Yonge-TDSB,School,,,Across Main Reception,1
5100 Yonge St,M2N 5V7,311797.327,4847320.055,-79.41289647,43.76781434,798,Douglas Snow Aquatic Ctr,Recreation or Sports Facility,,,Poolside North Wall,2
5100 Yonge St,M2N 5V7,311797.327,4847320.055,-79.41289647,43.76781434,799,North York Civic,Office,,,Security Desk,2
5120 Yonge St,M2N 5N9,311782.725,4847353.937,-79.41307739,43.76811945,800,TPL - North York Central,Library,,,2nd Flr - West,2
5160 Yonge St,M2N 6L9,311740.241,4847434.681,-79.41360405,43.76884664,805,TTC - Transit City,Transportation Facility,13,FLR,13th Floor outside RM 13-080,3
5160 Yonge St,M2N 6L9,311740.241,4847434.681,-79.41360405,43.76884664,806,TTC - Transit City,Transportation Facility,6,FLR,6th Floor Reception,3
5230 Finch Ave W,M9V 0A1,298057.495,4844659.363,-79.58352169,43.74386606,809,TPS - 23 Division,Law enforcement agency,,,Front Desk,2
